"date","day_night","year","month","season","count","is_workday","is_weekend","is_holiday","temp","temp_feel","humidity","wind_speed","weather_type"
2015-01-26,"night","2015","1","winter",6495,TRUE,FALSE,FALSE,7.75,4.83333333333333,78,17.6666666666667,"clear"
2015-01-27,"day","2015","1","winter",17744,TRUE,FALSE,FALSE,7.5,4.83333333333333,71.8333333333333,15.2916666666667,"broken clouds"
2015-01-27,"night","2015","1","winter",7256,TRUE,FALSE,FALSE,6.41666666666667,3.45833333333333,72.9166666666667,15.2916666666667,"clear"
2015-01-28,"day","2015","1","winter",14991,TRUE,FALSE,FALSE,8.16666666666667,4.33333333333333,72.0416666666667,32.875,"rain"
2015-01-28,"night","2015","1","winter",6545,TRUE,FALSE,FALSE,5.79166666666667,1.5,70,25.4166666666667,"clear"
2015-01-29,"day","2015","1","winter",15514,TRUE,FALSE,FALSE,4.625,-0.25,71.25,26.875,"scattered clouds"
2015-01-29,"night","2015","1","winter",5761,TRUE,FALSE,FALSE,2.91666666666667,-2.25,75.7916666666667,26.25,"scattered clouds"
2015-01-30,"day","2015","1","winter",15551,TRUE,FALSE,FALSE,4.25,0.583333333333333,78.5,17,"broken clouds"
2015-01-30,"night","2015","1","winter",5620,TRUE,FALSE,FALSE,3.70833333333333,-0.208333333333333,75.6666666666667,17.9583333333333,"clear"
2015-01-31,"day","2015","1","winter",6485,FALSE,TRUE,FALSE,3.625,-0.458333333333333,83.2083333333333,19,"rain"
2015-01-31,"night","2015","1","winter",3765,FALSE,TRUE,FALSE,3.20833333333333,-1.375,72.625,21.25,"clear"
2015-02-01,"day","2015","2","winter",8281,FALSE,TRUE,FALSE,4.75,-0.125,64.2083333333333,28.4583333333333,"broken clouds"
2015-02-01,"night","2015","2","winter",3024,FALSE,TRUE,FALSE,2.83333333333333,-1.66666666666667,69.7916666666667,21.0833333333333,"clear"
2015-02-02,"day","2015","2","winter",15461,TRUE,FALSE,FALSE,1.83333333333333,-2.08333333333333,62.1666666666667,14.5,"clear"
2015-02-02,"night","2015","2","winter",6179,TRUE,FALSE,FALSE,0.666666666666667,-2.70833333333333,67.5416666666667,10.75,"clear"
2015-02-03,"day","2015","2","winter",14052,TRUE,FALSE,FALSE,2.625,-0.875,84.75,13.9583333333333,"broken clouds"
2015-02-03,"night","2015","2","winter",5817,TRUE,FALSE,FALSE,1.70833333333333,-1.20833333333333,86.25,9.70833333333333,"snowfall"
2015-02-04,"day","2015","2","winter",15655,TRUE,FALSE,FALSE,3.375,-0.291666666666667,78.125,15.9166666666667,"broken clouds"
2015-02-04,"night","2015","2","winter",6195,TRUE,FALSE,FALSE,2.375,-0.75,83.25,12.3333333333333,"broken clouds"
2015-02-05,"day","2015","2","winter",14660,TRUE,FALSE,FALSE,3.375,-0.458333333333333,77.5416666666667,16.7083333333333,"scattered clouds"
2015-02-05,"night","2015","2","winter",6540,TRUE,FALSE,FALSE,2.41666666666667,-1.375,78.6666666666667,15.3333333333333,"scattered clouds"
2015-02-06,"day","2015","2","winter",15766,TRUE,FALSE,FALSE,3.625,-0.958333333333333,64.875,22.25,"scattered clouds"
2015-02-06,"night","2015","2","winter",5189,TRUE,FALSE,FALSE,1.75,-2.375,74.8333333333333,16.2916666666667,"clear"
2015-02-07,"day","2015","2","winter",9393,FALSE,TRUE,FALSE,4.33333333333333,1.75,81.9583333333333,11.75,"broken clouds"
2015-02-07,"night","2015","2","winter",3756,FALSE,TRUE,FALSE,3.16666666666667,0.291666666666667,84.0833333333333,10.875,"clear"
2015-02-08,"day","2015","2","winter",12248,FALSE,TRUE,FALSE,6.125,4.08333333333333,73,9.66666666666667,"scattered clouds"
2015-02-08,"night","2015","2","winter",3530,FALSE,TRUE,FALSE,4.75,2.20833333333333,79.4166666666667,10.8333333333333,"clear"
2015-02-09,"day","2015","2","winter",17346,TRUE,FALSE,FALSE,7.16666666666667,5.29166666666667,75.5833333333333,9.75,"scattered clouds"
2015-02-09,"night","2015","2","winter",6512,TRUE,FALSE,FALSE,4.25,2.41666666666667,87.2916666666667,8.66666666666667,"scattered clouds"
2015-02-10,"day","2015","2","winter",17518,TRUE,FALSE,FALSE,6.125,5.08333333333333,74.875,6,"cloudy"
2015-02-10,"night","2015","2","winter",6041,TRUE,FALSE,FALSE,4.81818181818182,3.59090909090909,84.7727272727273,7,"cloudy"
2015-02-11,"day","2015","2","winter",16813,TRUE,FALSE,FALSE,5.08333333333333,3.54166666666667,77.25,6.5,"broken clouds"
2015-02-11,"night","2015","2","winter",6867,TRUE,FALSE,FALSE,5,2.79166666666667,77.625,8.79166666666667,"cloudy"
2015-02-12,"day","2015","2","winter",16476,TRUE,FALSE,FALSE,4.16666666666667,2.75,71.9583333333333,7,NA
2015-02-12,"night","2015","2","winter",6751,TRUE,FALSE,FALSE,3.79166666666667,2,74.2916666666667,7.41666666666667,"cloudy"
2015-02-13,"day","2015","2","winter",13810,TRUE,FALSE,FALSE,8.04166666666667,4.875,82.4166666666667,20.75,"broken clouds"
2015-02-13,"night","2015","2","winter",3889,TRUE,FALSE,FALSE,5.91666666666667,3.16666666666667,86.6666666666667,14.875,"rain"
2015-02-14,"day","2015","2","winter",10740,FALSE,TRUE,FALSE,7.5,5.16666666666667,88.8333333333333,13.2083333333333,"broken clouds"
2015-02-14,"night","2015","2","winter",3683,FALSE,TRUE,FALSE,7.125,5.04166666666667,88.5416666666667,11.5416666666667,"rain"
2015-02-15,"day","2015","2","winter",12962,FALSE,TRUE,FALSE,7.70833333333333,6.66666666666667,81,6.95833333333333,"broken clouds"
2015-02-15,"night","2015","2","winter",3990,FALSE,TRUE,FALSE,5.66666666666667,4,91.3333333333333,7.70833333333333,"scattered clouds"
2015-02-16,"day","2015","2","winter",12724,TRUE,FALSE,FALSE,7.41666666666667,5.70833333333333,85.2083333333333,9.66666666666667,"scattered clouds"
2015-02-16,"night","2015","2","winter",3657,TRUE,FALSE,FALSE,4.66666666666667,2.41666666666667,94.2083333333333,9.83333333333333,"rain"
2015-02-17,"day","2015","2","winter",18205,TRUE,FALSE,FALSE,6.625,4.08333333333333,64.25,13.7083333333333,"clear"
2015-02-17,"night","2015","2","winter",6859,TRUE,FALSE,FALSE,5.08333333333333,2.875,73.1666666666667,10.6666666666667,"scattered clouds"
2015-02-18,"day","2015","2","winter",18367,TRUE,FALSE,FALSE,7.66666666666667,5.08333333333333,65.3333333333333,16.8333333333333,"clear"
2015-02-18,"night","2015","2","winter",6765,TRUE,FALSE,FALSE,5.125,2.375,77.2083333333333,13.5,"clear"
2015-02-19,"day","2015","2","winter",13141,TRUE,FALSE,FALSE,7.75,4.16666666666667,79.5416666666667,24.0416666666667,"rain"
2015-02-19,"night","2015","2","winter",3757,TRUE,FALSE,FALSE,6.79166666666667,3.625,83.4583333333333,18.2083333333333,"rain"
2015-02-20,"day","2015","2","winter",15457,TRUE,FALSE,FALSE,6.875,5.5,77.7916666666667,7.625,"scattered clouds"
2015-02-20,"night","2015","2","winter",5258,TRUE,FALSE,FALSE,6.41666666666667,4.125,84.875,11.2083333333333,"rain"
2015-02-21,"day","2015","2","winter",12068,FALSE,TRUE,FALSE,5.33333333333333,2,73.5416666666667,17.5833333333333,"broken clouds"
2015-02-21,"night","2015","2","winter",4130,FALSE,TRUE,FALSE,4.29166666666667,1.25,79.125,14.8333333333333,"clear"
2015-02-22,"day","2015","2","winter",6870,FALSE,TRUE,FALSE,5.25,1.41666666666667,75.6666666666667,21.2083333333333,"clear"
2015-02-22,"night","2015","2","winter",2216,FALSE,TRUE,FALSE,5,1.41666666666667,86.1666666666667,21.2916666666667,"clear"
2015-02-23,"day","2015","2","winter",15859,TRUE,FALSE,FALSE,7.25,3.16666666666667,62.4583333333333,27.75,NA
2015-02-23,"night","2015","2","winter",5905,TRUE,FALSE,FALSE,6.625,2.70833333333333,71.25,24,"clear"
2015-02-24,"day","2015","2","winter",17289,TRUE,FALSE,FALSE,8,4.04166666666667,61.8333333333333,28.4166666666667,NA
2015-02-24,"night","2015","2","winter",6399,TRUE,FALSE,FALSE,6.375,2.25,70.4583333333333,25.5833333333333,"scattered clouds"
2015-02-25,"day","2015","2","winter",14934,TRUE,FALSE,FALSE,9.58333333333333,8.16666666666667,77.5,12.2083333333333,"broken clouds"
2015-02-25,"night","2015","2","winter",6658,TRUE,FALSE,FALSE,8.58333333333333,7.16666666666667,77.125,10,"scattered clouds"
2015-02-26,"day","2015","2","winter",13815,TRUE,FALSE,FALSE,10.2083333333333,8.875,86.0416666666667,18.9583333333333,"broken clouds"
2015-02-26,"night","2015","2","winter",6221,TRUE,FALSE,FALSE,8.29166666666667,6,77.4166666666667,14.875,"clear"
2015-02-27,"day","2015","2","winter",18460,TRUE,FALSE,FALSE,6.70833333333333,4,60.8333333333333,14.875,"scattered clouds"
2015-02-27,"night","2015","2","winter",5907,TRUE,FALSE,FALSE,5.16666666666667,2.20833333333333,71.7083333333333,13.75,"clear"
2015-02-28,"day","2015","2","winter",10059,FALSE,TRUE,FALSE,8.75,5.58333333333333,86.1666666666667,24.1666666666667,"broken clouds"
2015-02-28,"night","2015","2","winter",3470,FALSE,TRUE,FALSE,8.625,5.91666666666667,81,22,"cloudy"
2015-03-01,"day","2015","3","spring",12701,FALSE,TRUE,FALSE,9.83333333333333,7.29166666666667,59.9583333333333,31.2916666666667,"scattered clouds"
2015-03-01,"night","2015","3","spring",2940,FALSE,TRUE,FALSE,8.54166666666667,5.54166666666667,73.4166666666667,27.875,"scattered clouds"
2015-03-02,"day","2015","3","spring",16148,TRUE,FALSE,FALSE,7.16666666666667,2.66666666666667,54.0416666666667,34.25,"scattered clouds"
2015-03-02,"night","2015","3","spring",6110,TRUE,FALSE,FALSE,4.95833333333333,0.791666666666667,71.5833333333333,22.375,"clear"
2015-03-03,"day","2015","3","spring",17411,TRUE,FALSE,FALSE,7.70833333333333,4.04166666666667,61.25,25.1666666666667,"scattered clouds"
2015-03-03,"night","2015","3","spring",6434,TRUE,FALSE,FALSE,5.45833333333333,1.66666666666667,67.125,20.9166666666667,"clear"
2015-03-04,"day","2015","3","spring",17757,TRUE,FALSE,FALSE,7.66666666666667,4.08333333333333,59.75,23.875,"scattered clouds"
2015-03-04,"night","2015","3","spring",6728,TRUE,FALSE,FALSE,5.70833333333333,2.45833333333333,69.5833333333333,16.5416666666667,"clear"
2015-03-05,"day","2015","3","spring",18221,TRUE,FALSE,FALSE,8.5,6.79166666666667,62.0416666666667,17.0833333333333,"scattered clouds"
2015-03-05,"night","2015","3","spring",6675,TRUE,FALSE,FALSE,6.5,3.625,68.5,16.2916666666667,"clear"
2015-03-06,"day","2015","3","spring",19262,TRUE,FALSE,FALSE,10.1666666666667,9.04166666666667,60.625,19.5416666666667,"clear"
2015-03-06,"night","2015","3","spring",6075,TRUE,FALSE,FALSE,8.04166666666667,5.33333333333333,65.9583333333333,15.5,"clear"
2015-03-07,"day","2015","3","spring",21984,FALSE,TRUE,FALSE,12.875,12.125,56.7083333333333,22.2916666666667,"clear"
2015-03-07,"night","2015","3","spring",5381,FALSE,TRUE,FALSE,9.20833333333333,7.16666666666667,71.9166666666667,14.5,"clear"
2015-03-08,"day","2015","3","spring",15443,FALSE,TRUE,FALSE,11.4166666666667,10.7083333333333,74.8333333333333,18.7916666666667,"scattered clouds"
2015-03-08,"night","2015","3","spring",4574,FALSE,TRUE,FALSE,8.66666666666667,7.375,82.875,9.66666666666667,"scattered clouds"
2015-03-09,"day","2015","3","spring",17555,TRUE,FALSE,FALSE,8.75,6.25,80.6666666666667,16.5833333333333,"broken clouds"
2015-03-09,"night","2015","3","spring",6482,TRUE,FALSE,FALSE,7.95833333333333,6.58333333333333,85,12.0416666666667,"clear"
2015-03-10,"day","2015","3","spring",20304,TRUE,FALSE,FALSE,9.91666666666667,8.91666666666667,56.5416666666667,9.04166666666667,"clear"
2015-03-10,"night","2015","3","spring",7370,TRUE,FALSE,FALSE,7.91666666666667,5.875,74.375,12.2083333333333,"clear"
2015-03-11,"day","2015","3","spring",19851,TRUE,FALSE,FALSE,10.1666666666667,9.125,65.7083333333333,14.8333333333333,"clear"
2015-03-11,"night","2015","3","spring",7568,TRUE,FALSE,FALSE,7.33333333333333,6.08333333333333,81.75,7.625,"clear"
2015-03-12,"day","2015","3","spring",20604,TRUE,FALSE,FALSE,11.2083333333333,10.7916666666667,46.2916666666667,17.125,"clear"
2015-03-12,"night","2015","3","spring",7527,TRUE,FALSE,FALSE,8.79166666666667,7.125,66.125,10.0416666666667,"clear"
2015-03-13,"day","2015","3","spring",19205,TRUE,FALSE,FALSE,9.83333333333333,8.70833333333333,54.125,21,"clear"
2015-03-13,"night","2015","3","spring",6495,TRUE,FALSE,FALSE,7.16666666666667,4.54166666666667,68.4166666666667,14.5416666666667,"clear"
2015-03-14,"day","2015","3","spring",13610,FALSE,TRUE,FALSE,7.16666666666667,3.91666666666667,62.7916666666667,19.875,"scattered clouds"
2015-03-14,"night","2015","3","spring",4491,FALSE,TRUE,FALSE,5.125,2,71.1666666666667,16.0416666666667,"cloudy"
2015-03-15,"day","2015","3","spring",7390,FALSE,TRUE,FALSE,6.66666666666667,3.58333333333333,79.8333333333333,17.625,"rain"
2015-03-15,"night","2015","3","spring",3272,FALSE,TRUE,FALSE,5.95833333333333,3.04166666666667,84.5833333333333,15,"rain"
2015-03-16,"day","2015","3","spring",13623,TRUE,FALSE,FALSE,7.75,4.91666666666667,76.75,16.7083333333333,"broken clouds"
2015-03-16,"night","2015","3","spring",6201,TRUE,FALSE,FALSE,6.25,4.125,86.7916666666667,10.6666666666667,"rain"
2015-03-17,"day","2015","3","spring",18537,TRUE,FALSE,FALSE,9.33333333333333,8.58333333333333,82.8333333333333,9.70833333333333,"scattered clouds"
2015-03-17,"night","2015","3","spring",7243,TRUE,FALSE,FALSE,7.625,5.75,88.9166666666667,10.7083333333333,"rain"
2015-03-18,"day","2015","3","spring",19280,TRUE,FALSE,FALSE,7.25,4.54166666666667,76.8333333333333,14.25,"scattered clouds"
2015-03-18,"night","2015","3","spring",7159,TRUE,FALSE,FALSE,6.54166666666667,4.625,83.2916666666667,10.1666666666667,NA
2015-03-19,"day","2015","3","spring",17401,TRUE,FALSE,FALSE,7.45833333333333,4.66666666666667,78.9583333333333,16,"broken clouds"
2015-03-19,"night","2015","3","spring",6676,TRUE,FALSE,FALSE,7.04166666666667,4.41666666666667,79.3333333333333,14.1666666666667,"cloudy"
2015-03-20,"day","2015","3","spring",18962,TRUE,FALSE,FALSE,7.45833333333333,6.29166666666667,76.1666666666667,7.33333333333333,"broken clouds"
2015-03-20,"night","2015","3","spring",6264,TRUE,FALSE,FALSE,7.625,5.375,74.7916666666667,12.375,"cloudy"
2015-03-21,"day","2015","3","spring",11615,FALSE,TRUE,FALSE,7.875,4.91666666666667,67.4166666666667,19.0833333333333,"broken clouds"
2015-03-21,"night","2015","3","spring",4501,FALSE,TRUE,FALSE,7.375,4.875,76.6666666666667,13.875,"broken clouds"
2015-03-22,"day","2015","3","spring",14319,FALSE,TRUE,FALSE,6.58333333333333,4.04166666666667,64.1666666666667,13.75,NA
2015-03-22,"night","2015","3","spring",4299,FALSE,TRUE,FALSE,5.125,2.625,71.2916666666667,11.0416666666667,"broken clouds"
2015-03-23,"day","2015","3","spring",18723,TRUE,FALSE,FALSE,9.5,8.08333333333333,57.0416666666667,14.8333333333333,"scattered clouds"
2015-03-23,"night","2015","3","spring",6869,TRUE,FALSE,FALSE,6.5,4.875,75.2916666666667,9,"cloudy"
2015-03-24,"day","2015","3","spring",18036,TRUE,FALSE,FALSE,8,6.54166666666667,64.8333333333333,8.79166666666667,"scattered clouds"
2015-03-24,"night","2015","3","spring",6047,TRUE,FALSE,FALSE,7.08333333333333,5.29166666666667,74.7916666666667,9.91666666666667,"rain"
2015-03-25,"day","2015","3","spring",18528,TRUE,FALSE,FALSE,7.125,5.58333333333333,63.625,8.79166666666667,"scattered clouds"
2015-03-25,"night","2015","3","spring",7144,TRUE,FALSE,FALSE,5.29166666666667,3.70833333333333,70.5416666666667,7.08333333333333,"clear"
2015-03-26,"day","2015","3","spring",13672,TRUE,FALSE,FALSE,9.33333333333333,7.625,73.25,23.7083333333333,"broken clouds"
2015-03-26,"night","2015","3","spring",6633,TRUE,FALSE,FALSE,7.5,4.75,67.5,17.9583333333333,NA
2015-03-27,"day","2015","3","spring",19664,TRUE,FALSE,FALSE,9.95833333333333,8.625,52.0833333333333,15.2083333333333,"clear"
2015-03-27,"night","2015","3","spring",6684,TRUE,FALSE,FALSE,7.70833333333333,5.20833333333333,68.9166666666667,16.25,NA
2015-03-28,"day","2015","3","spring",13544,FALSE,TRUE,FALSE,12.6666666666667,12.5416666666667,80.6666666666667,26.4583333333333,"broken clouds"
2015-03-28,"night","2015","3","spring",5442,FALSE,TRUE,FALSE,10.4583333333333,9.75,79.5833333333333,19.3333333333333,"broken clouds"
2015-03-29,"day","2015","3","spring",5349,FALSE,TRUE,FALSE,12.1666666666667,11.7916666666667,79.2916666666667,32.9583333333333,"rain"
2015-03-29,"night","2015","3","spring",3243,FALSE,TRUE,FALSE,10.3636363636364,8.22727272727273,75.4318181818182,28.3863636363636,"rain"
2015-03-30,"day","2015","3","spring",16875,TRUE,FALSE,FALSE,9.54166666666667,7.41666666666667,52.2916666666667,24.9583333333333,"scattered clouds"
2015-03-30,"night","2015","3","spring",5231,TRUE,FALSE,FALSE,9.70833333333333,7.375,76.8333333333333,27.7083333333333,"scattered clouds"
2015-03-31,"day","2015","3","spring",16286,TRUE,FALSE,FALSE,11.625,11.4166666666667,50,45.9166666666667,"scattered clouds"
2015-03-31,"night","2015","3","spring",6316,TRUE,FALSE,FALSE,9.6875,7.125,62.875,35.875,"broken clouds"
2015-04-01,"day","2015","4","spring",17196,TRUE,FALSE,FALSE,9.20833333333333,6.16666666666667,53.0416666666667,33.75,"scattered clouds"
2015-04-01,"night","2015","4","spring",6343,TRUE,FALSE,FALSE,7.79166666666667,3.70833333333333,66.6666666666667,29.6666666666667,"clear"
2015-04-02,"day","2015","4","spring",16554,TRUE,FALSE,FALSE,8.79166666666667,7.33333333333333,59.2083333333333,10.625,"scattered clouds"
2015-04-02,"night","2015","4","spring",6128,TRUE,FALSE,FALSE,9.33333333333333,6.91666666666667,73.5,19,"rain"
2015-04-03,"day","2015","4","spring",8458,FALSE,FALSE,TRUE,10.0416666666667,9.66666666666667,85.9583333333333,6.45833333333333,"broken clouds"
2015-04-03,"night","2015","4","spring",2840,FALSE,FALSE,TRUE,8.75,7.5,90.2083333333333,9.375,"rain"
2015-04-04,"day","2015","4","spring",8575,FALSE,TRUE,FALSE,8.81818181818182,6.13636363636364,74.5454545454545,17.4090909090909,"broken clouds"
2015-04-04,"night","2015","4","spring",4289,FALSE,TRUE,FALSE,8.91666666666667,7.83333333333333,80.5833333333333,7.54166666666667,"rain"
2015-04-05,"day","2015","4","spring",13847,FALSE,TRUE,FALSE,9.70833333333333,9.25,68.125,8.125,"broken clouds"
2015-04-05,"night","2015","4","spring",5522,FALSE,TRUE,FALSE,7.875,7.29166666666667,74.125,5.91666666666667,"clear"
2015-04-06,"day","2015","4","spring",20284,FALSE,FALSE,TRUE,11.125,10.1666666666667,72.0833333333333,15.3333333333333,"scattered clouds"
2015-04-06,"night","2015","4","spring",5155,FALSE,FALSE,TRUE,7.375,5.375,75.0833333333333,11.375,"clear"
2015-04-07,"day","2015","4","spring",20498,TRUE,FALSE,FALSE,12.5416666666667,12.4583333333333,61,6.29166666666667,"clear"
2015-04-07,"night","2015","4","spring",8943,TRUE,FALSE,FALSE,9.625,9.375,75.125,6.91666666666667,"clear"
2015-04-08,"day","2015","4","spring",21528,TRUE,FALSE,FALSE,13.125,13.0833333333333,69.875,11.4583333333333,"clear"
2015-04-08,"night","2015","4","spring",9115,TRUE,FALSE,FALSE,10.375,9.66666666666667,78.0416666666667,10.5833333333333,"clear"
2015-04-09,"day","2015","4","spring",21971,TRUE,FALSE,FALSE,11.625,10.8333333333333,74.3333333333333,9.625,NA
2015-04-09,"night","2015","4","spring",9549,TRUE,FALSE,FALSE,9.375,8.29166666666667,84.2916666666667,11.5,NA
2015-04-10,"day","2015","4","spring",22722,TRUE,FALSE,FALSE,14.3333333333333,13.7916666666667,65.2083333333333,14.1666666666667,"clear"
2015-04-10,"night","2015","4","spring",9330,TRUE,FALSE,FALSE,11.75,11.2916666666667,70.7916666666667,9.66666666666667,"clear"
2015-04-11,"day","2015","4","spring",16914,FALSE,TRUE,FALSE,12.1666666666667,11.9166666666667,57.9583333333333,25.2083333333333,"scattered clouds"
2015-04-11,"night","2015","4","spring",8199,FALSE,TRUE,FALSE,11.0833333333333,10.3333333333333,59.875,18.1666666666667,"clear"
2015-04-12,"day","2015","4","spring",22360,FALSE,TRUE,FALSE,13.3333333333333,12.6666666666667,54.5416666666667,25.5833333333333,"clear"
2015-04-12,"night","2015","4","spring",6844,FALSE,TRUE,FALSE,10.25,9.16666666666667,62.75,14.8333333333333,"clear"
2015-04-13,"day","2015","4","spring",19218,TRUE,FALSE,FALSE,12.3333333333333,11.9583333333333,66.2916666666667,9.70833333333333,"broken clouds"
2015-04-13,"night","2015","4","spring",8830,TRUE,FALSE,FALSE,10.875,10.375,71.25,9.75,"cloudy"
2015-04-14,"day","2015","4","spring",24019,TRUE,FALSE,FALSE,17.4166666666667,16.7083333333333,53.9583333333333,21.875,"clear"
